DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
ECU,IPI,1,80,313234.4
ECU,IPI,0.25,125,489428.75
ECU,IPI,1,22,86139.46
ECU,IPI,15,398.15,1588439.33
ECU,IPI,214.5,1554.8,6202952.34
ECU,IPI,1620,14276.65,56371923.59
ECU,IPI,1220,13654,53913365.16
ECU,IPI,29.23,2620.1,10331132.9
ECU,IPI,111.37,7703.4,30374737.3
ECU,IPI,2500,2638.6,10509939.59
ECU,IPI,2246.9,7809.29,31105573.46
ECU,IPI,1360,1226.51,4885373.3
ECU,IPI,200,1080,4228664.4
ECU,IPI,1560,3419.04,13418052.27
ECU,IPI,100,80,313234.4
ECU,IPI,30000,20294.52,79461772.44
ECU,IPI,11922.5,33425.44,132256444
ECU,IPI,501,1746,6836340.78
ECU,IPI,4500,13950,54620248.5
ECU,IPI,3812,8654,33884131.22
ECU,IPI,875,8.75,34501.51
ECU,IPI,115340,11690.93,46657098.71
ECU,IPI,97,576.91,2302378.5
ECU,IPI,3,25.66,102405.98
ECU,IPI,6,63.8,254618.14
ECU,IPI,3,51.73,206448.22
ECU,IPI,14.4,1041.34,4155862.97
ECU,IPI,9,315.2,1246893.37
ECU,IPI,5,32.28,127695.8
ECU,IPI,5,81.2,321217.45
ECU,IPI,5,90,356029.2
ECU,IPI,5,84,332293.92
ECU,IPI,19,263.4,1041978.78
ECU,IPI,5,25.5,100874.94
ECU,IPI,775,3036.28,12117429.12
ECU,IPI,80,708.05,2825742.58
ECU,IPI,110,864.65,3420451.64
ECU,IPI,20,212.8,841811.26
ECU,IPI,46,251.07,993202.79
ECU,IPI,23,387.6,1533299.08
ECU,IPI,56,800.2,3165495.17
ECU,IPI,100,1034.58,4128884.63
ECU,IPI,16,175.55,700598.98
ECU,IPI,13,336.2,1329966.85
ECU,IPI,14,199.97,791057.32
ECU,IPI,101,1493.07,5906405.74
ECU,IPI,14,273.5,1081933.18
ECU,IPI,4,114,450970.32
ECU,IPI,12,120,473163.6
ECU,IPI,139,1993.75,7883180.75
ECU,IPI,78,825.6,3256722.52
ECU,IPI,99,1019.05,4020445.51
ECU,IPI,63,1010.24,3996388.2
ECU,IPI,17,229.1,906292.1
ECU,IPI,15,159,628984.92
ECU,IPI,1232,11406.69,45522730.98
ECU,IPI,1,6.65,26306.6
ECU,IPI,116,2092.53,8351036.01
ECU,IPI,3,51.73,206448.22
ECU,IPI,47,625.67,2496973.84
ECU,IPI,23,238.67,952503.31
ECU,IPI,39,428.95,1711887.94
ECU,IPI,5,66.8,266590.78
ECU,IPI,1130,10440,41650902
ECU,IPI,18,83.85,334635.28
ECU,IPI,6,86.47,345091.39
ECU,IPI,3,20.31,81054.77
ECU,IPI,9,290.33,1158672.19
ECU,IPI,45,305.91,1220850.08
ECU,IPI,90,1153.38,4603001.16
ECU,IPI,3,2406,9679843.26
ECU,IPI,300,1830,7225828.2
ECU,IPI,2000,2280,9002671.2
ECU,IPI,1380,19623.6,78465160.83
ECU,IPI,804,1286.4,5072313.79
ECU,IPI,91,338.47,1325255.59
ECU,IPI,15.06,100,391543
ECU,IPI,1,5,19577.15
ECU,IPI,360,3165.6,12657683.25
ECU,IPI,3813,14171.08,56663205.07
ECU,IPI,0.02,4,15288.2
ECU,IPI,1,2,7644.1
ECU,IPI,1.25,4,15288.2
ECU,IPI,1512,15.12,59201.3
ECU,IPI,1512,15.12,60471.38
ECU,IPI,38170,69851.1,277607278.1
ECU,IPI,30050,27613.85,109972157.6
ECU,IPI,16880,28176,113357965
ECU,IPI,990,4650,18557592
ECU,IPI,196.53,2990,11932731.2
ECU,IPI,42,38140,151917341
ECU,IPI,500,1220,4868873.6
ECU,IPI,30040,30003.38,114674418.5
ECU,IPI,281.48,5760,23031417.6
ECU,IPI,618.6,4554,18209214.54
ECU,IPI,173200,6470,25287141.5
ECU,IPI,54,419.57,1677654.84
ECU,IPI,303,3307.11,13223512.4
ECU,IPI,315,4169.25,16670787.81
ECU,IPI,72,794.31,3176056.47
ECU,IPI,79,883.58,3533003.46
ECU,IPI,52,611.45,2444888.93
ECU,IPI,60,727.22,2907796.44
ECU,IPI,412,4455.58,17815681.18
ECU,IPI,91,980.99,3922498.32
ECU,IPI,29,270.68,1082316.68
ECU,IPI,468,4492.4,17962906.32
ECU,IPI,216,2118.29,8470003.74
ECU,IPI,27,276.62,1106067.83
ECU,IPI,68,118.16,472463.94
ECU,IPI,59750,17711.75,68949579.93
ECU,IPI,4373.25,8909.18,34883270.64
ECU,IPI,1,1760.23,6940639.69
ECU,IPI,1,7668.12,30235627.2
ECU,IPI,12,123.69,487713.38
ECU,IPI,4000,54870,219398243.7
ECU,IPI,240,10248,40898538.24
ECU,IPI,10143.9,25153,100609736.2
ECU,IPI,8753.3,28557.43,114227149.8
ECU,IPI,1161354,151557.24,606125500.8
ECU,IPI,793.5,1091.85,4286351.97
ECU,IPI,4441.2,7821.37,31197690.14
ECU,IPI,1789.5,2596.3,10470235.16
ECU,IPI,17876.55,33514.09,133352863.7
ECU,IPI,1864.05,3181.76,12300089.37
ECU,IPI,1311.42,1960.6,7897388.44
ECU,IPI,3515.84,5236.56,20953184.67
ECU,IPI,4195.35,7419.62,29653893.67
ECU,IPI,341.78,585.34,2341080.19
ECU,IPI,70.5,110.42,444242.84
ECU,IPI,11980.5,19614.32,78270478.47
ECU,IPI,2405.5,4221.98,16927166.46
ECU,IPI,1256,2536.03,9961154.65
ECU,IPI,2005.31,4762.16,18803892.71
ECU,IPI,218.25,260.82,1050697.14
ECU,IPI,951.3,1219.62,4918406.44
ECU,IPI,2494.35,3131.22,12518255.65
ECU,IPI,2697.32,4564.5,18335025.01
ECU,IPI,4019.55,5333.37,21362591.78
ECU,IPI,288,408.04,1650611.56
ECU,IPI,6428.38,13860.52,55469489.84
ECU,IPI,2118.2,4495.95,18084306.1
ECU,IPI,2198.14,4631.96,18530446.22
ECU,IPI,79.5,141.73,565880.02
ECU,IPI,531,1069.04,4275995.19
ECU,IPI,1315.8,25345,100952936.8
ECU,IPI,20491.15,28874.66,114950385.5
ECU,IPI,27721.05,41745.15,165503066.2
ECU,IPI,1009.05,1645.44,6550338.16
ECU,IPI,1363.5,2068.97,8338271.29
ECU,IPI,174.6,263.56,1062422.85
ECU,IPI,38623.68,46828.54,185604856.9
ECU,IPI,677.35,918,3663519.69
ECU,IPI,142.5,280.5,1118525.27
ECU,IPI,852.5,1182.97,4729358.4
ECU,IPI,2985.55,4357.42,17343491.3
ECU,IPI,1723.2,2027.5,8064622.46
ECU,IPI,2177.48,3657.35,14739677.52
ECU,IPI,176.11,6960.16,27997356.77
ECU,IPI,207409.21,1641838.71,6480092991
ECU,IPI,327.2,2015.73,8020789.77
ECU,IPI,2466.94,15473.23,61589164.93
ECU,IPI,872.92,8007.3,31972107.52
ECU,IPI,4461.57,44532.65,177957995.3
ECU,IPI,226.62,2342.92,9360308.48
ECU,IPI,146.33,1806.08,7204702.16
ECU,IPI,16115.73,100357.77,395103727.3
ECU,IPI,25025.86,169902.37,677887469.1
ECU,IPI,3530.48,27772.88,110924441
ECU,IPI,7362.8,56142.71,223586904.2
ECU,IPI,96.63,785.54,3075772.78
ECU,IPI,42,173.49,682265.03
ECU,IPI,17,124.06,496055.15
ECU,IPI,66,274.61,1107358.81
ECU,IPI,98,643.07,2581866.81
ECU,IPI,435,3409.6,13202764.09
ECU,IPI,1268,10340.98,41003283.98
ECU,IPI,648,3565.92,14213403.7
ECU,IPI,130,873.07,3402145.06
ECU,IPI,1053,3240.11,12595193.54
ECU,IPI,447,1444.24,5624429.68
ECU,IPI,96,161.42,634798.67
ECU,IPI,12,18.84,74089.99
ECU,IPI,2529,14854.74,58868922.41
ECU,IPI,1829,11140.68,44053244.68
ECU,IPI,6,112.58,451904.81
ECU,IPI,127,1145.95,4538859.44
ECU,IPI,221,1161.4,4629165.28
ECU,IPI,4,41.68,167631.32
ECU,IPI,361,3896.17,15461343.32
ECU,IPI,52,377.27,1478496.64
ECU,IPI,204,2467.99,9574830.96
ECU,IPI,207,3337.83,13225052.84
ECU,IPI,251,2907.9,11435578.46
ECU,IPI,1316,16392.79,65716162.08
ECU,IPI,853,9884.74,39301096.03
ECU,IPI,866,9766.66,38566776.62
ECU,IPI,132,1174.24,4585581.36
ECU,IPI,626,6392.44,25286149.55
ECU,IPI,1661,14398.2,57217636.59
ECU,IPI,10,70.26,280935.31
ECU,IPI,143,70395.8,280193971.7
ECU,IPI,2689.94,18556.8,74216622.62
ECU,IPI,153.36,2252.45,9062079.36
ECU,IPI,12,2160,8617428
ECU,IPI,55460,19462,77350903.25
ECU,IPI,51312.72,308804.5,1221394153
ECU,IPI,25000,29110,117756354.2
ECU,IPI,131194.57,324064.57,1283972176
ECU,IPI,130406,181313.78,722389493.1
ECU,IPI,120000,22250,88999283.2
ECU,IPI,1519.4,1550.79,6177029.18
ECU,IPI,5610,3223,12837692.45
ECU,IPI,217,5359.8,21133852.19
ECU,IPI,466.21,22278.71,88647133.1
ECU,IPI,6.76,380.16,1516667.32
ECU,IPI,54.3,5533.44,22013903.92
ECU,IPI,1179.14,8409.14,33302963.05
ECU,IPI,7087.01,244930.41,985406474.8
ECU,IPI,1829.6,54491,217187910.5
ECU,IPI,2262.43,6348.91,25395068.59
ECU,IPI,3178,12601.58,50405185.85
ECU,IPI,2000,42920,170956798
ECU,IPI,272.28,8309.6,33151564.68
ECU,IPI,312,3785.16,15101085.07
ECU,IPI,40.5,328.32,1294575.6
ECU,IPI,1926,2172.23,8688724.49
ECU,IPI,23250,46660,187710163.6
ECU,IPI,190,570,2206726.5
ECU,IPI,5222,29485.4,117269187.3
ECU,IPI,25442.9,70469.37,281166639.3
ECU,IPI,569.01,20908.09,82709895.06
ECU,IPI,280,3640,14496300
ECU,IPI,771000,121915,482388395.4
ECU,IPI,236200,15473.3,61720989.56
ECU,IPI,2936840,66719.81,266310531.2
ECU,IPI,11189,2880.38,11396972.36
ECU,IPI,650,2273,9052222.5
ECU,IPI,450000,1085.34,4341262.31
ECU,IPI,320,310.65,1194390.22
ECU,IPI,1622334,34932.54,139310474
ECU,IPI,1562.32,5546.24,22134378.28
ECU,IPI,2924.2,44123.65,176033507.9
ECU,IPI,6.87,103.59,413277.48
ECU,IPI,444,36433.21,145400569.1
ECU,IPI,200,904.35,3540919.12
ECU,IPI,2500,4820,18872372.6
ECU,IPI,14,222.01,885719.99
ECU,IPI,60,127.02,488367.76
ECU,IPI,2220.45,12088.4,48352512.04
ECU,IPI,4.5,6.8,26899.98
ECU,IPI,264.55,447.78,1769689.31
ECU,IPI,46.1,78.24,314225.19
ECU,IPI,175.31,255.92,1029619.89
ECU,IPI,3034.2,58434,232751387.1
ECU,IPI,4,8000,31988080
ECU,IPI,317.89,269.7,1036945.25
ECU,IPI,9027.6,18436.64,72812432.98
ECU,IPI,4254.64,913.68,3581784.06
ECU,IPI,98,131.25,524804.43
ECU,IPI,357,447.17,1752738.15
ECU,IPI,12500,5000,19224050
ECU,IPI,1532.66,2770.18,10915616.22
ECU,IPI,42,83.24,335475.08
ECU,IPI,531.3,1051.87,4241592.82
ECU,IPI,45,98.84,395212.72
ECU,IPI,3283.52,16256.8,65762332.48
ECU,IPI,534.36,2645.65,10702236.27
ECU,IPI,297.31,1472,5954563.84
ECU,IPI,6875.13,25423.91,100318110
ECU,IPI,3293.92,23685.1,93483926.69
ECU,IPI,79.09,639.95,2561944.7
ECU,IPI,108,2070.18,8193767.37
ECU,IPI,63,1971.47,7882942.5
ECU,IPI,16,161.05,644108.2
ECU,IPI,241,2206.88,8725871.54
ECU,IPI,57,560.65,2207557.8
ECU,IPI,185,2922.72,11493859.44
ECU,IPI,1230,7383.46,29133158.11
ECU,IPI,480,1230.81,4740544.23
ECU,IPI,1,9.47,37241.62
ECU,IPI,1702,8794.62,34912520.24
ECU,IPI,49,534.82,2108999.78
ECU,IPI,224,959.89,3855308.8
ECU,IPI,18,280.61,1123998.08
ECU,IPI,50,964.97,3794831.37
ECU,IPI,76,1601.12,6296548.5
ECU,IPI,173,2954.05,11649296.11
ECU,IPI,43,1109.91,4489830.13
ECU,IPI,213,2646.89,10600701.79
ECU,IPI,37,540.72,2187331.35
ECU,IPI,218,3716.72,14475314.09
ECU,IPI,5,74.02,295969.71
ECU,IPI,20,291.89,1180759.26
ECU,IPI,235,3795.93,14737524.6
ECU,IPI,125,1386.69,5453283.22
ECU,IPI,1273,16049.54,63723584.89
ECU,IPI,116,1587.75,6243969.77
ECU,IPI,850,10509.81,41865402.93
ECU,IPI,10,135.5,541798.1
ECU,IPI,346,3443.16,13546043.68
ECU,IPI,12,284.28,1093002.58
ECU,IPI,446,4796.09,18733710.58
ECU,IPI,66,481.62,1925762.38
ECU,IPI,44,324.32,1275417.58
ECU,IPI,365,3949.84,15598295.39
ECU,IPI,21,72.75,286095.92
ECU,IPI,2664,26873.16,106330644.6
ECU,IPI,44377.25,177694.59,708081707.1
ECU,IPI,16,73645,292887916.5
ECU,IPI,1024,902.41,3594434.39
ECU,IPI,18720,2873.85,11446975.62
ECU,IPI,40702,9999.42,39829189.77
ECU,IPI,8004,859.55,3423716.58
ECU,IPI,568,9125.01,36346283.58
ECU,IPI,342.44,2756,10975770
ECU,IPI,32,492.19,1963616.61
ECU,IPI,120,739.2,2943864
ECU,IPI,89300,9810,39074701.5
ECU,IPI,1200,2581,10280510.15
ECU,IPI,22,230.18,916841.46
ECU,IPI,63048,51442,206961968.8
ECU,IPI,4258,2647,10541677.5
ECU,IPI,1000,1080,4301802
ECU,IPI,18590,54114.6,206828706.9
ECU,IPI,6100,5039.73,19804491.12
ECU,IPI,103,882.65,3529284.85
ECU,IPI,57071,524670.56,2075995485
ECU,IPI,11,171,682213.05
ECU,IPI,537,8187.34,32663802.28
ECU,IPI,63,976.48,3895715.77
ECU,IPI,100,6250,24990687.5
ECU,IPI,162,2444.73,9753372.57
ECU,IPI,176,2689.81,10731131.48
ECU,IPI,61,921.67,3677048.54
ECU,IPI,94,1447.82,5776150.26
ECU,IPI,7,115.35,460194.59
ECU,IPI,30,122.1,486263.25
ECU,IPI,1050,9828.5,39142001.25
ECU,IPI,7,115.94,462548.42
ECU,IPI,11,5661.18,22165954
ECU,IPI,9,7334.18,28716468.39
ECU,IPI,494,4373.82,17125386.04
ECU,IPI,42,8447.12,34170458.69
ECU,IPI,615,7070,28206118.5
ECU,IPI,160,579.84,2309212.8
ECU,IPI,2556.96,16623.6,66320683.37
ECU,IPI,6946,55147.35,220557966
ECU,IPI,377865.12,274523.58,1088110819
ECU,IPI,325,4547.25,17992376.91
ECU,IPI,200,2346,9282558.96
ECU,IPI,206,1116.25,4416733.35
ECU,IPI,100,1348,5333712.48
ECU,IPI,175,7223.89,28829678.11
ECU,IPI,1400,19041,76076573.21
ECU,IPI,118750,134187.5,530884932.7
ECU,IPI,1561.43,7072.5,28279461.97
ECU,IPI,7028.39,34475.65,137352751.2
ECU,IPI,533.8,1402.4,5607510.42
ECU,IPI,4773.6,85144.61,337867641.1
ECU,IPI,605,13424.75,53576566.27
ECU,IPI,269,4578.89,18268462.12
ECU,IPI,176,1253.82,5001042.85
ECU,IPI,19,91.77,366121
ECU,IPI,22,87.78,350202.69
ECU,IPI,250,1905.02,7574680.31
ECU,IPI,169,1127.23,4425245.71
ECU,IPI,1582,9766,38695953.15
ECU,IPI,30,168.3,671441.26
ECU,IPI,61850,229259.26,912434182.7
ECU,IPI,9480,27710.29,110170712.5
ECU,IPI,113,1290.46,5150071
ECU,IPI,5820,42120.91,167542529
ECU,IPI,2,11.48,45800.03
ECU,IPI,376,243.82,972732.08
ECU,IPI,213,2945.79,11752376.49
ECU,IPI,463,7979.41,31835299.74
ECU,IPI,673,13068.69,51937434.84
ECU,IPI,4183,46807.84,186111139.8
ECU,IPI,323,3636.98,14511396.16
ECU,IPI,514,6376.3,25314357.85
ECU,IPI,2374,27091.88,107954549.8
ECU,IPI,60,628.8,2509465.34
ECU,IPI,178,1149.88,4587503.75
ECU,IPI,466,4633.63,18492261.29
ECU,IPI,440,2600.4,10374968.17
ECU,IPI,163,726.44,2898168.7
ECU,IPI,5696,30216.47,122232268.8
ECU,IPI,22752,151114.6,596799424.6
ECU,IPI,5900.64,6906.4,27326967.26
ECU,IPI,24696.57,99692.17,396419656.2
ECU,IPI,265863.86,183799.68,732814056.1
ECU,IPI,2000,5460,21603909.6
ECU,IPI,2903,3764.67,15228918.37
ECU,IPI,190.61,436817.72,1718210029
ECU,IPI,2000,6313.03,24272400.87
ECU,IPI,693,882.34,3514492.57
ECU,IPI,440,880.58,3542758.26
ECU,IPI,5,28.65,114117.24
ECU,IPI,22,254.72,1013295.77
ECU,IPI,27,427.76,1691245.34
ECU,IPI,4,70.32,280095.1
ECU,IPI,25,141,561624.15
ECU,IPI,996,2716.74,10818741.97
ECU,IPI,8,48.72,191263.51
ECU,IPI,11,97.68,383469.21
ECU,IPI,5,87.6,348923.94
ECU,IPI,11,115.36,455791.73
ECU,IPI,5,89,354500.35
ECU,IPI,1,8.96,35689.02
ECU,IPI,613.07,5204.8,20940003.4
ECU,IPI,78,1665.45,6538173.63
ECU,IPI,881.69,199125.69,796484838.7
ECU,IPI,100,483,1911115.08
ECU,IPI,7000,34645.12,132415380.9
ECU,IPI,1723.79,114316.33,459918602
ECU,IPI,400,1010.99,4026924.81
ECU,IPI,5975.36,36326.9,144695491.7
ECU,IPI,815.37,15344.36,60713949.86
ECU,IPI,4000,22860,92473729.2
ECU,IPI,146.52,3419.46,13677532.24
ECU,IPI,40,467.2,1834119.74
ECU,IPI,5,104.4,409850.38
ECU,IPI,25,552.75,2201686.16
ECU,IPI,100,4404,17319126.36
ECU,IPI,165.76,351.84,1392146.43
ECU,IPI,790.02,12305.89,48590298.89
ECU,IPI,1460,33394.4,133528593.8
ECU,IPI,15,284.55,1133405.33
ECU,IPI,58680.38,459647.39,1832616369
ECU,IPI,148.3,505.44,2021006.89
ECU,IPI,1452.2,10269.6,41077092.69
ECU,IPI,59576.52,73923.22,294527779.2
ECU,IPI,59990,89816.11,355202437.6
ECU,IPI,1026.26,4236,16943618.76
ECU,IPI,14563,66626.76,262605302.2
ECU,IPI,263.94,997.92,4014841.72
ECU,IPI,1558.01,4222.8,16694434.03
ECU,IPI,183.33,594,2375946.54
ECU,IPI,16252.47,47150.4,186323125.3
ECU,IPI,4968.92,24021.13,94902228.64
ECU,IPI,12421.99,42702.33,170689174.6
ECU,IPI,13348.3,25965.67,103719592
ECU,IPI,200,680.34,2691343.39
ECU,IPI,8259.2,6710.27,26893660.37
ECU,IPI,375.12,1302.32,5239506.84
ECU,IPI,533.5,1860,7439832.6
ECU,IPI,5238,18360,72408351.6
ECU,IPI,10720,29701.11,119700378.3
ECU,IPI,1009.5,8734.97,34860217.07
ECU,IPI,1800,5640.46,22555433.79
ECU,IPI,3000,12000,47874600
ECU,IPI,800,5063,20480948.86
ECU,IPI,59120,35685,141196980.6
ECU,IPI,6492.24,4435.65,17667859.29
ECU,IPI,1498,9788.44,39596393.25
ECU,IPI,29201.98,120435.72,479173299.3
ECU,IPI,131.72,92.73,369357.49
ECU,IPI,9964.02,7001.39,27887586.57
ECU,IPI,58.77,203.4,813296.93
ECU,IPI,3514.74,2460.63,9801058.38
ECU,IPI,98100,14255.5,56405592.18
ECU,IPI,6000,9390,37153976.4
ECU,IPI,1200,432,1727356.32
ECU,IPI,5876,5773.72,23070116.56
ECU,IPI,900,8025,32088042.75
ECU,IPI,9862,12729.4,50898633.19
ECU,IPI,7500,579.71,2308695.07
ECU,IPI,21.32,170,663761.9
ECU,IPI,3.75,191.6,766114.51
ECU,IPI,200,2957.05,11608698.17
ECU,IPI,5434,15248.58,60971599.61
ECU,IPI,313,6281.06,25062344.61
ECU,IPI,425,20722,82671455.1
ECU,IPI,2796,2641.2,10560864.61
ECU,IPI,154822,246,983633.46
ECU,IPI,2214.21,1494.39,5952379.52
ECU,IPI,14.5,52,204140.04
ECU,IPI,15,347.82,1407008.42
ECU,IPI,6,137.51,547633.57
ECU,IPI,75,553.59,2239393.33
ECU,IPI,72,835.23,3378689.1
ECU,IPI,14,204.07,812708.77
ECU,IPI,63,597.58,2417342.56
ECU,IPI,14,221.26,895045.37
ECU,IPI,191,2306.16,9292065.88
ECU,IPI,306,2259.72,9141064.53
ECU,IPI,57,1150.59,4614220.65
ECU,IPI,84,1553.74,6187769.55
ECU,IPI,153,2396.22,9542946.15
ECU,IPI,16,185.43,750105.14
ECU,IPI,27,276.31,1100404.57
ECU,IPI,15,458.43,1854450.2
ECU,IPI,15,316.14,1278855.85
ECU,IPI,174,867.36,3468147.63
ECU,IPI,12960,5726.4,22897067.66
ECU,IPI,123000,17220,68135407.2
ECU,IPI,46,544.43,2172754.79
ECU,IPI,109,1639.36,6556505.56
ECU,IPI,105,2783.06,11130653.65
ECU,IPI,18,305.25,1220826
ECU,IPI,2.5,20.16,80609.96
ECU,IPI,192550.53,654292.18,2583575332
ECU,IPI,14,486.56,1945962.66
ECU,IPI,2400,3074.06,12435248.99
ECU,IPI,55.76,2116.68,8562436.26
ECU,IPI,1285,3146,12447966.96
ECU,IPI,1.6,4.5,17997.43
ECU,IPI,1580,158913.67,630918264.1
ECU,IPI,365,44417.31,175444025.3
ECU,IPI,346,2692.8,10769665.1
ECU,IPI,3024,1144.8,4577494.24
ECU,IPI,10500,8473,33850846.23
ECU,IPI,50,220.5,878141.25
ECU,IPI,650,10222.33,40874088.72
ECU,IPI,3866,17427.99,67007310.23
ECU,IPI,2502,6965.7,27858829.55
ECU,IPI,156,614.5,2457649.73
ECU,IPI,25,424.25,1696367.86
ECU,IPI,253,1658.86,6632968.29
ECU,IPI,108,355.06,1420037.61
ECU,IPI,41,724.99,2898879.76
ECU,IPI,97,1423.25,5677306.87
ECU,IPI,40,881.4,3524286.71
ECU,IPI,50,1754.5,7015385.79
ECU,IPI,10,1524.5,6095728.49
ECU,IPI,12,108,430110
ECU,IPI,1695,1593.95,6347905.87
ECU,IPI,1,2927,11706331.61
ECU,IPI,4,212044,847860054.4
ECU,IPI,6,86.71,335693.42
ECU,IPI,50,205,816412.5
ECU,IPI,12,2988.7,11927543.05
ECU,IPI,1850,146767.46,580581045.5
ECU,IPI,60,542.4,2146146.62
ECU,IPI,261,7974.35,31856346.12
ECU,IPI,1,9971.64,38112106.66
ECU,IPI,9,4963.41,18970401.19
ECU,IPI,1786,443916,1774082946
ECU,IPI,1712,472565,1881136485
ECU,IPI,82,28700,114335606
ECU,IPI,336,35879,142156979.3
ECU,IPI,82,16810,67401716.3
ECU,IPI,132,37283,146660187.7
ECU,IPI,120,18112.4,71666419.82
ECU,IPI,101,1384.67,5537890.73
ECU,IPI,2,19726,78697863.3
ECU,IPI,1,457820,1807720583
ECU,IPI,1,53000,211446150
ECU,IPI,16,30140.36,120516530.9
ECU,IPI,16,499.52,1976480.75
ECU,IPI,2,332.16,1314277.4
ECU,IPI,8,1122.44,4441225.69
ECU,IPI,80,3134.48,12402385.08
ECU,IPI,6,15355,61397121.05
ECU,IPI,161,5425.56,21467638.78
ECU,IPI,8,228.96,905939.76
ECU,IPI,108,3632.68,14373642.91
ECU,IPI,1,1611.43,6518588.86
ECU,IPI,5,4860,19432758.6
ECU,IPI,23,22468.33,86985016.17
ECU,IPI,25,8570,34267230.7
ECU,IPI,2,319.58,1254597.57
ECU,IPI,1,60000,239373000
ECU,IPI,56,98471.9,385559831.4
ECU,IPI,550,2573.36,10102419.48
ECU,IPI,7,959,3834571.09
ECU,IPI,60,2384.8,9436081.24
ECU,IPI,1,4720,18675907.2
ECU,IPI,214,34719.08,136600718.8
ECU,IPI,596,77008.68,302769678.7
ECU,IPI,105,11550,45724046.5
ECU,IPI,500,32222,127494720.7
ECU,IPI,1000,7658.93,30067197.62
ECU,IPI,100,1478.48,5804172.42
ECU,IPI,2250,6464.61,25378571.99
ECU,IPI,10,5700,22700250
ECU,IPI,60,1541.4,6051181.87
ECU,IPI,1,44480.93,175961221.4
ECU,IPI,50,572.5,2289146.97
ECU,IPI,1000,18000,71989740
ECU,IPI,200,140,557550
ECU,IPI,90,1062,4229415
ECU,IPI,23.17,468.82,1840479.49
ECU,IPI,3440,10419.6,41672460.82
ECU,IPI,38424,103824.26,412525231.3
ECU,IPI,52,423.68,1623558.73
ECU,IPI,30,1938,7734325.44
ECU,IPI,840,1226,4903889.66
ECU,IPI,336,2751.4,11024431.89
ECU,IPI,136400,19407.48,77452923.78
ECU,IPI,50,166.5,663086.25
ECU,IPI,15,1384.07,5475214.83
ECU,IPI,1,21027.15,84596640.15
ECU,IPI,2,108.36,414157.33
ECU,IPI,25,4656.18,18230946.85
ECU,IPI,32,12217.12,47835278.16
ECU,IPI,117,10303.4,40342241.46
ECU,IPI,29,2827.74,11261474.55
ECU,IPI,420,1019.4,4018928.45
ECU,IPI,175.98,3407.65,13024208.67
ECU,IPI,1925,19571.5,78107507.88
ECU,IPI,26460,25377.52,101065973.4
ECU,IPI,6285,29746.5,115162087.4
ECU,IPI,4866.18,34913.4,137856956.4
ECU,IPI,200272,18435.21,72943701.5
ECU,IPI,17000,54905,217245907.8
ECU,IPI,666.65,966.73,3824267.87
ECU,IPI,3501.05,6566.56,25787617.41
ECU,IPI,2048.27,3009.55,11905418.65
ECU,IPI,172.5,260.44,1030269.38
ECU,IPI,501,880.47,3483033.66
ECU,IPI,41.85,58.35,230825.59
ECU,IPI,1897.65,3544.46,14021183.75
ECU,IPI,6136.3,10827.72,42833160.99
ECU,IPI,4951.8,11894.4,47052819.07
ECU,IPI,22.5,30.77,121722.42
ECU,IPI,361.5,453.64,1794545.4
ECU,IPI,88.68,137.15,542548.94
ECU,IPI,642,809.03,3200425.59
ECU,IPI,630,1425.04,5637287.23
ECU,IPI,194.88,413.51,1635795.93
ECU,IPI,132.72,267.66,1058830.83
ECU,IPI,10976.85,17353.59,68169039.23
ECU,IPI,4042.05,4838.21,19047872.98
ECU,IPI,22.5,32.5,128566.1
ECU,IPI,307.68,412.71,1632631.23
ECU,IPI,51.75,82.41,323871.94
ECU,IPI,522.4,748.59,2954936.25
ECU,IPI,3.2,3.77,14913.66
ECU,IPI,112.8,173.69,687096.79
ECU,IPI,29.87,449.2,1776981.29
ECU,IPI,32312.62,257359.75,1018919446
ECU,IPI,80.64,493.76,1933282.71
ECU,IPI,216.56,1499.23,5884644.79
ECU,IPI,47.64,453.74,1794940.99
ECU,IPI,606.75,5111.83,20221786.06
ECU,IPI,65.56,642.95,2543433.04
ECU,IPI,14.78,202.96,796489.04
ECU,IPI,5597.41,34342.18,134898067.9
ECU,IPI,3570.39,24214.36,95063731.98
ECU,IPI,1055.59,8218.98,32307675.05
ECU,IPI,1088.21,8451.66,33433752.76
ECU,IPI,12,114.35,457334.82
ECU,IPI,18,133.46,533763.92
ECU,IPI,144,761.88,3047085.72
ECU,IPI,602,4776.7,19104077.27
ECU,IPI,383,1628.93,6514791.5
ECU,IPI,104,486.39,1945282.75
ECU,IPI,2,29.7,118783.07
ECU,IPI,34,396.23,1584694.14
ECU,IPI,2,23.03,91103.91
ECU,IPI,149,1262.96,5051120.11
ECU,IPI,1,7.41,29635.77
ECU,IPI,3,28.56,114223.72
ECU,IPI,18,216.16,864516.78
ECU,IPI,15,174.82,699180.35
ECU,IPI,160,1515.59,6061496.11
ECU,IPI,30,207.6,830281.66
ECU,IPI,146,1556.97,6226992.52
ECU,IPI,259,2540.15,10159152.11
ECU,IPI,25,11403,45595009.53
ECU,IPI,555.56,12048.29,48472800.81
ECU,IPI,5305,13553.41,53067428.11
ECU,IPI,102800,29966.67,114534111
ECU,IPI,4580.35,12077.47,46160694.21
ECU,IPI,52888,73526.84,291048033.6
ECU,IPI,4984.69,90701.48,362797756.9
